title,international_box_office,domestic_box_office,worldwide_box_office,production_budget,normalized_title,Movie_ID
the last word,2649590,1779620,4429210,,the last word,12061
la scala ballet romeo and juliet,6706,,6706,,la scala ballet romeo and juliet,12062
finding your feet,14061390,1418682,15480072,,finding your feet,12063
junction 48,,12795,,,junction 48,12064
jasper jones,1924190,,1924190,,jasper jones,12065
jeena isi ka naam hai,4466,,4466,,jeena isi ka naam hai,12066
the institute,32418,,32418,,the institute,10761
ira,12960,,12960,,ira,12067
kittu unnadu jagratha,1330,,1330,,kittu unnadu jagratha,12068
ismach hatani,71916,1200885,1272801,,ismach hatani,12069
hind ka napak ko jawab,1314,,1314,,hind ka napak ko jawab,12070
el hombre de paso piedra,427,,427,,el hombre de paso piedra,12071
haruchika,418787,,418787,,haruchika,12072
headshot,49783,,49783,,headshot,12073
el guardi n invisible,3954408,,3954408,,el guardi n invisible,12074
eiga doraemon nobita no nankyoku kachikochi daibouken,61403776,,61403776,,eiga doraemon nobita no nankyoku kachikochi daibouken,12075
the freedom to marry,,6142,,,the freedom to marry,12076
donald cried,,61406,,,donald cried,12077
don t take me home,122646,,122646,,don t take me home,12078
falchi,212112,,212112,,falchi,12079
commando 2,22209,,22209,,commando 2,12080
le ciel du centaure,2913,,2913,,le ciel du centaure,12081
el diario de agust n,,,,,el diario de agust n,12082
vaaranam aayiram,,,,,vaaranam aayiram,12083
harvard beats yale 29 29,,268431,,,harvard beats yale 29 29,12084
catfight,2665,,2665,,catfight,12085
das haus der schlafenden sch nen,,4509,,,das haus der schlafenden sch nen,12086
quantum of solace,422323651,169368427,591692078,230000000,quantum of solace,12087
familiar strangers,,34068,,,familiar strangers,12088
faded memories,,,,,faded memories,12089
eden,,16967,,,eden,9555
the dukes,,26157,,,the dukes,12090
fuel,,174255,,2500000,fuel,12091
dostana,13097631,1235028,14332659,,dostana,12092
how about you,,78234,,,how about you,12093
camille,,3849,,,camille,12094
un conte de no l,5587717,1060922,6648639,,un conte de no l,12095
the world unseen,15950,17808,33758,,the world unseen,12096
soul men,263492,12082391,12345883,40000000,soul men,12097
repo the genetic opera,58639,140244,198883,8500000,repo the genetic opera,12098
repo the genetic opera,58639,140244,198883,8500000,repo the genetic opera,32310
role models,27199871,67300955,94500826,28000000,role models,12099
pray the devil back to hell,,90066,,,pray the devil back to hell,12100
slumdog millionaire,242494724,141330703,383825427,14000000,slumdog millionaire,12101
otto or up with dead people,,11295,,,otto or up with dead people,12102
the beautiful truth,,15387,,,the beautiful truth,12103
sound it out,,,,,sound it out,12104
romeos,,,,,romeos,12105
prince of swine,,,,,prince of swine,12106
ovsyanki,70179,,70179,,ovsyanki,12107
restless,2608758,163753,2772511,8000000,restless,12108
drive,46297241,35060689,81357930,15000000,drive,12109
connected an autobiography about love death technology,,46782,,,connected an autobiography about love death technology,12110
caesar otto s summer camp massacre,,25844,,,caesar otto s summer camp massacre,12111
3,235718,59774,295492,7200000,3,12112
jane s journey,,27253,,,jane s journey,12113
i don t know how she does it,14815389,9659074,24474463,24000000,i don t know how she does it,12114
the mill and the cross,,312187,,,the mill and the cross,12115
back door channels the price of peace,,12139,,,back door channels the price of peace,12116
granito how to nail a dictator,,40726,,,granito how to nail a dictator,12117
where soldiers come from,,38151,,,where soldiers come from,12118
hasta la vista,2553,,2553,,hasta la vista,12119
we were here,,,,,we were here,12120
tanner hall,,5073,,3000000,tanner hall,12121
the whale,,81212,,,the whale,12122
people v the state of illusion,,42202,,,people v the state of illusion,12123
poppies odyssey of an opium eater,,,,,poppies odyssey of an opium eater,12124
warrior,10558270,13657115,24215385,25000000,warrior,12125
shaolin,35000000,66099,35066099,,shaolin,12126
oy vey my son is gay,,89507,,,oy vey my son is gay,12127
l illusionniste,6378475,2231474,8609949,17000000,l illusionniste,12128
det r de kapel,,6196,,,det r de kapel,12129
o estranho caso de ang lica,,49429,,,o estranho caso de ang lica,12130
hadewijch,,5006,,,hadewijch,12131
gulliver s travels,189238587,42779261,232017848,112000000,gulliver s travels,12132
blue valentine,6828348,9737892,16566240,1000000,blue valentine,12133
fei cheng wu rao 2,65826496,182517,66009013,,fei cheng wu rao 2,12134
true grit,81033923,171243005,252276928,35000000,true grit,12135
somewhere,15237476,1785645,17023121,7000000,somewhere,12136
country strong,383066,20218921,20601987,15000000,country strong,12137
tees maar khan,23709305,1076266,24785571,,tees maar khan,12138
little fockers,162211974,148438600,310650574,100000000,little fockers,12139
n nette,,18009,,,n nette,12140
open windows,473486,,473486,,open windows,12141
yogi bear,104528679,100246011,204774690,80000000,yogi bear,12142
beyond the edge,,,,,beyond the edge,12143
aimer boire et chanter,124028,11616,135644,,aimer boire et chanter,12144
united passions,167914,918,168832,30000000,united passions,12145
the girl on the train,,3124,,,the girl on the train,3421
life itself,8791,810454,819245,,life itself,3000
oorlogsgeheimen,707939,,707939,,oorlogsgeheimen,12146
calvary,13287735,3600006,16887741,,calvary,12147
heatstroke,,,,,heatstroke,12148
bobby jasoos,,,,,bobby jasoos,12149
l amour est un crime parfait,49676,25475,75151,,l amour est un crime parfait,12150
desert dancer,441064,155271,596335,4000000,desert dancer,12151
sin ui hansu,28211214,,28211214,,sin ui hansu,12152
school dance,,,,,school dance,12153
tammy,11882223,84525432,96407655,20000000,tammy,12154
premature,,,,,premature,12155
earth to echo,3239703,38934842,42174545,13000000,earth to echo,12156
deliver us from evil,57379496,30577122,87956618,30000000,deliver us from evil,12157
bird people,118826,25209,144035,,bird people,12158
yama no anata para al m das montanhas,704,,704,,yama no anata para al m das montanhas,12159
tore tanzt,,4871,,,tore tanzt,12160
whitey united states of america v james j bulger,,75881,,,whitey united states of america v james j bulger,12161
whitey united states of america v james j bulger,,75881,,,whitey united states of america v james j bulger,33536
cinemanovels,,670,,,cinemanovels,12162
lee daniels the butler,60393403,116632095,177025498,30000000,lee daniels the butler,12163
lee daniels the butler,60393403,116632095,177025498,30000000,lee daniels the butler,31612
unrelated,,4419,,,unrelated,12164
crossed the line,,,,,crossed the line,12165
ain t them bodies saints,683398,391611,1075009,5000000,ain t them bodies saints,12166
les 4 soldats,,33912,,,les 4 soldats,12167
austenland,75833,2137573,2213406,,austenland,12168
rifftrax live starship troopers,,,,,rifftrax live starship troopers,12169
gold,1067686,,1067686,,gold,4574
abandoned mine,,,,,abandoned mine,12170
syngue sabour pierre de patience,,148408,,,syngue sabour pierre de patience,12171
sumbakokjil,36412217,,36412217,,sumbakokjil,12172
the weekend,,,,,the weekend,12173
eric clapton crossroads guitar festival chicago,,,,,eric clapton crossroads guitar festival chicago,12174
snake and mongoose,,152223,,,snake and mongoose,12175
yi ye jing xi,26212188,,26212188,,yi ye jing xi,12176
prince avalanche,575972,205139,781111,,prince avalanche,12177
lovelace,85015,352755,437770,,lovelace,12178
off label,,,,,off label,12179
disney planes,147776989,90282580,238059569,50000000,disney planes,12180
in a world,175940,2963271,3139211,,in a world,12181
the good son,,,,,the good son,12182
implanted,,2210,,,implanted,12183
jug face,,,,,jug face,12184
blood,,,,,blood,12185
elysium,193141974,93050117,286192091,120000000,elysium,12186
billy budd,62210,,62210,,billy budd,12187
the anonymous people,,187459,,,the anonymous people,12188
freerunner,228848,,228848,,freerunner,12189
electrick children,100729,,100729,,electrick children,12190
the imposter,2330763,901954,3232717,,the imposter,12191
drunkboat,,,,,drunkboat,12192
family portrait in black and white,,,,,family portrait in black and white,12193
cocktail,19569638,1027121,20596759,,cocktail,12194
deconstructing dad the music machines and mystery of raymond scott,,,,,deconstructing dad the music machines and mystery of raymond scott,12195
a closed book,,,,,a closed book,12196
ballplayer pelotero,,44689,,,ballplayer pelotero,12197
ballplayer pelotero,,44689,,,ballplayer pelotero,30298
les adieux la reine,,1329660,,,les adieux la reine,12198
2016 obama s america,,33349941,,2500000,2016 obama s america,12199
cockpit,3692388,,3692388,,cockpit,12200
not suitable for children,490578,,490578,,not suitable for children,12201
girl model,1109,21154,22263,,girl model,12202
greystone park,769376,,769376,,greystone park,12203
si da ming bu,29567632,,29567632,,si da ming bu,12204
amphibious creature of the deep,12639,,12639,,amphibious creature of the deep,12205
snabba cash,10023533,188870,10212403,4300000,snabba cash,12206
omerta,,2462588,,,omerta,7372
brave hearts umizaru,88331372,,88331372,,brave hearts umizaru,12207
zombies vs strippers,,,,,zombies vs strippers,12208
the flying machine,16407,,16407,,the flying machine,12209
you re nobody til somebody kills you,,,,,you re nobody til somebody kills you,12210
holy motors,3589372,641054,4230426,4000000,holy motors,12211
xing kong,2105079,,2105079,,xing kong,12212
rookie,70000,,70000,,rookie,12213
prizrak,7402809,,7402809,,prizrak,12214
seumool,22007889,,22007889,,seumool,12215
super nada,5458,,5458,,super nada,12216
nightlight,,,,,nightlight,12217
marfa girl,,,,,marfa girl,12218
o lobo atr s da porta,837,,837,,o lobo atr s da porta,12219
ponte a rea,62173,,62173,,ponte a rea,12220
man from reno,,92918,,,man from reno,12221
ho ucciso napoleone,573115,,573115,,ho ucciso napoleone,12222
kamisama no iu t ri,388377,,388377,,kamisama no iu t ri,12223
la espina de dios,5871,,5871,,la espina de dios,12224
a girl like her,,,,,a girl like her,12225
g vercin u uverdi,873289,,873289,,g vercin u uverdi,12226
elle l adore,2535,,2535,,elle l adore,12227
difret,42174,49667,91841,,difret,12228
geronimo,2205,,2205,,geronimo,12229
dai chat fong yin,230000,,230000,,dai chat fong yin,12230
el cinco,49109,,49109,,el cinco,12231
cupcakes,,9129,,,cupcakes,12232
bizim hikaye,444156,,444156,,bizim hikaye,12233
the barber,,,,,the barber,12234
52 tuesdays,19787,4484,24271,,52 tuesdays,12235
unforgettable,4853199,11368012,16221211,12000000,unforgettable,12236
trois on y va,581608,,581608,,trois on y va,12237
der nanny,14113845,,14113845,,der nanny,12238
tere bin laden dead or alive,17934,,17934,,tere bin laden dead or alive,12239
tenemos que hablar,1505667,,1505667,,tenemos que hablar,12240
the truth commissioner,2654,,2654,,the truth commissioner,12241
temp te,107849,,107849,,temp te,12242
a strange course of events,,,,,a strange course of events,12243
s dafrika der kinofilm,311092,,311092,,s dafrika der kinofilm,12244
sun jeong,72923,,72923,,sun jeong,12245
steekspel,,,,,steekspel,12246
senarist,3845,,3845,,senarist,12247
standoff,,,,,standoff,12248
the propaganda game,6175,,6175,,the propaganda game,12249
pyatnitsa,1601041,,1601041,,pyatnitsa,12250
pg lin oi ji yin,55667,,55667,,pg lin oi ji yin,12251
onna ga nemuru toki,226400,,226400,,onna ga nemuru toki,12252
octonauts season 4 gup s,300520,,300520,,octonauts season 4 gup s,12253
una noche de amor,877378,,877378,,una noche de amor,12254
matthew bourne s the car man 2015,133374,,133374,,matthew bourne s the car man 2015,12255
kurosaki kun no iinari ni nante naranai,10415892,,10415892,,kurosaki kun no iinari ni nante naranai,12256
the last man on the moon,1479,52482,53961,,the last man on the moon,12257
the oscar nominated short films 2016 live action,293042,,293042,,the oscar nominated short films 2016 live action,12258
king jack,9241,,9241,,king jack,12259
sant te sipahi,1382,,1382,,sant te sipahi,12260
every day,6713117,6112914,12826031,4900000,every day,12261
king georges,,51663,,,king georges,12262
la enfermedad del domingo,112578,,112578,,la enfermedad del domingo,12263
el mar la mar,,9065,,,el mar la mar,12264
merci patron,3770001,,3770001,,merci patron,12265
dong du te gong,,208351,,,dong du te gong,12266
the cured,77896,26630,104526,,the cured,12267
curvature,266,,266,,curvature,12268
dark river,191502,7714,199216,,dark river,12269
beast of burden,33313,,33313,,beast of burden,12270
c mplices,2224377,,2224377,,c mplices,12271
the bbq,482997,,482997,,the bbq,12272
are we not cats,,,,,are we not cats,12273
les aventures de spirou et fantasio,1894378,,1894378,,les aventures de spirou et fantasio,12274
amor viajero,87,,87,,amor viajero,12275
annihilation,10338614,32732301,43070915,55000000,annihilation,12276
attraction,755018,,755018,,attraction,12277
alem i cin,297121,,297121,,alem i cin,12278
o chem govoryat muzhchiny prodolzhenie,6577468,,6577468,,o chem govoryat muzhchiny prodolzhenie,12279
in between seasons,47241,,47241,,in between seasons,12280
rubezh,1537478,,1537478,,rubezh,12281
la la,13854,,13854,,la la,12282
goonghab,9680424,,9680424,,goonghab,12283
wendy 2 freundschaft f r immer,3837990,,3837990,,wendy 2 freundschaft f r immer,12284
sinatra in palm springs the place he called home,,,,,sinatra in palm springs the place he called home,12285
days of power,,,,,days of power,12286
bloodrunners,,,,,bloodrunners,12287
burlesque heart of the glitter tribe,,,,,burlesque heart of the glitter tribe,12288
before i fall,6704610,12241072,18945682,5000000,before i fall,12289
tuintje in mijn hart,1899787,,1899787,,tuintje in mijn hart,12290
el auge del humano,855,,855,,el auge del humano,12291
istanbul kirmizisi,3430854,,3430854,,istanbul kirmizisi,12292
contemporary color,,15305,,,contemporary color,12293
cut to the chase,,,,,cut to the chase,12294
kumo no muk yakusoku no basho,35210,,35210,,kumo no muk yakusoku no basho,12295
ben gurion epilogue,,,,,ben gurion epilogue,12296
nunbal,105121,,105121,,nunbal,12297
the journey,306348,164994,471342,,the journey,12298
within,148820,,148820,,within,12299
yaman,7173,,7173,,yaman,12300
voodoo,,,,,voodoo,12301
zashchitniki,9043794,,9043794,,zashchitniki,12302
si j tais un homme,1160207,,1160207,,si j tais un homme,12303
el que busca encuentra,1145703,,1145703,,el que busca encuentra,12304
sargi,35335,,35335,,sargi,12305
porady na zdrady,3322224,,3322224,,porady na zdrady,12306
pokot,1024828,,1024828,,pokot,12307
rangoon,180887,,180887,,rangoon,12308
jcvd,1839253,470691,2309944,,jcvd,12309
madagascar escape 2 africa,419505894,180174880,599680774,150000000,madagascar escape 2 africa,12310
